N,P,K,temperature,humidity,ph,rainfall,label,season,month,state
81.61,40.78,58.28,26.16,67.89,5.86,126.15,finger_millet,Kharif,7,MH
98.56,56.22,33.2,24.41,75.75,5.2,125.58,finger_millet,Kharif,7,TN
38.15,45.7,55.25,22.01,61.03,5.23,72.82,finger_millet,Kharif,6,OD
85.52,63.42,52.42,24.98,68.27,5.82,125.41,finger_millet,Kharif,9,TN
100.69,53.29,43.47,26.64,81.24,6.29,90.34,finger_millet,Kharif,7,TN
108.8,65.56,32.91,30.08,58.46,6.78,53.52,finger_millet,Kharif,6,AP
104.36,49.5,59.45,27.61,80.04,6.48,77.56,finger_millet,Kharif,8,MH
111.42,19.36,42.95,23.98,56.56,6.96,76.34,finger_millet,Kharif,8,KA
41.28,26.97,21.07,26.83,63.49,6.53,82.99,finger_millet,Kharif,6,MH
95.82,53.67,60.78,21.47,57.23,6.39,78.49,finger_millet,Kharif,10,KA
85.21,36.98,62.25,23.06,74.67,6.5,108.3,finger_millet,Kharif,10,KA
69.91,67.89,33.14,25.52,78.77,6.95,128.63,finger_millet,Kharif,7,MH
42.16,55.57,26.19,28.95,55.1,6.85,61.73,finger_millet,Kharif,9,MH
40.62,39.99,53.27,30.24,80.48,7.0,53.09,finger_millet,Kharif,7,KA
76.52,47.56,40.41,29.28,71.74,7.05,87.18,finger_millet,Kharif,6,KA
43.69,40.36,61.22,25.71,59.44,7.09,84.34,finger_millet,Kharif,10,KA
109.78,26.08,60.02,23.03,73.45,6.15,84.47,finger_millet,Kharif,9,MH
83.98,36.18,62.08,25.69,60.56,6.57,85.13,finger_millet,Kharif,9,MH
33.28,37.1,65.88,27.64,82.85,6.46,112.03,finger_millet,Kharif,7,TN
86.45,51.15,32.22,29.53,63.85,6.88,85.47,finger_millet,Kharif,9,KA
109.83,44.12,55.99,22.51,74.12,6.47,69.34,finger_millet,Kharif,8,MH
74.63,22.17,26.77,21.34,72.94,6.35,75.45,finger_millet,Kharif,8,OD
78.13,28.37,56.57,28.63,68.92,5.73,57.86,finger_millet,Kharif,8,TN
34.82,35.86,64.29,26.88,81.95,7.08,91.86,finger_millet,Kharif,6,TN
103.79,50.51,28.15,30.03,79.46,6.06,110.39,finger_millet,Kharif,6,AP
80.58,24.02,27.57,24.78,69.43,5.77,71.65,finger_millet,Kharif,10,TN
54.4,65.35,42.9,25.97,69.31,5.76,108.61,finger_millet,Kharif,8,AP
58.72,48.94,22.87,28.43,63.53,6.01,98.43,finger_millet,Kharif,9,TN
35.07,14.88,58.74,26.95,74.57,5.95,122.09,finger_millet,Kharif,9,OD
70.37,33.28,73.42,31.34,62.24,6.9,109.82,finger_millet,Kharif,8,MH
56.87,40.91,61.86,31.62,78.91,5.26,50.42,finger_millet,Kharif,7,TN
62.8,47.26,52.34,26.16,79.39,6.63,89.89,finger_millet,Kharif,9,TN
77.53,33.73,24.56,25.71,61.53,6.58,92.97,finger_millet,Kharif,8,AP
100.15,33.24,63.69,21.03,60.19,6.76,82.35,finger_millet,Kharif,7,MH
106.7,38.82,32.88,27.98,61.82,6.8,86.74,finger_millet,Kharif,6,KA
78.19,64.72,33.02,23.76,56.41,6.06,128.78,finger_millet,Kharif,9,OD
110.19,39.01,26.69,26.88,83.79,6.55,114.31,finger_millet,Kharif,6,KA
94.93,41.86,29.61,26.54,75.97,5.6,113.17,finger_millet,Kharif,7,KA
110.46,44.82,25.81,26.19,63.77,6.42,69.84,finger_millet,Kharif,10,OD
44.77,52.92,53.4,25.85,72.23,5.77,85.25,finger_millet,Kharif,10,AP
51.55,57.1,47.83,30.99,74.54,7.18,114.48,finger_millet,Kharif,8,MH
51.97,43.02,58.07,22.24,65.55,6.79,99.63,finger_millet,Kharif,7,OD
48.35,24.71,63.94,25.03,54.86,6.12,84.5,finger_millet,Kharif,8,KA
77.09,42.74,50.5,28.1,73.85,5.41,112.51,finger_millet,Kharif,7,AP
92.6,70.14,53.39,24.73,55.01,5.76,88.41,finger_millet,Kharif,10,MH
75.24,75.98,50.68,27.06,64.53,6.77,94.82,finger_millet,Kharif,7,TN
37.24,24.06,64.86,29.32,63.07,5.86,103.41,finger_millet,Kharif,9,MH
106.58,42.44,51.01,29.77,77.08,6.45,93.4,finger_millet,Kharif,10,AP
112.2,60.89,63.46,24.28,59.96,6.04,88.49,finger_millet,Kharif,7,MH
65.36,36.88,55.5,22.73,57.75,5.85,73.67,finger_millet,Kharif,7,KA
84.69,64.55,42.1,21.93,65.44,6.04,105.34,finger_millet,Kharif,10,TN
63.42,67.28,21.03,21.98,70.14,6.83,95.46,finger_millet,Kharif,6,MH
39.35,24.8,43.72,23.88,67.83,5.8,106.87,finger_millet,Kharif,6,MH
40.65,65.46,51.28,21.11,79.88,6.86,73.01,finger_millet,Kharif,8,KA
101.16,36.46,39.94,24.18,74.02,5.71,88.82,finger_millet,Kharif,8,AP
58.73,51.33,44.89,13.63,51.56,7.29,27.31,barley,Rabi,1,RJ
114.23,39.07,79.79,16.49,66.68,6.7,40.04,barley,Rabi,3,RJ
126.87,52.35,30.99,19.61,56.71,6.09,32.33,barley,Rabi,2,RJ
116.33,69.57,82.52,17.08,70.55,7.0,41.03,barley,Rabi,3,MP
112.57,33.26,86.65,18.87,47.91,6.02,57.75,barley,Rabi,3,MP
65.66,75.58,37.35,21.18,61.52,5.88,31.11,barley,Rabi,11,RJ
79.96,45.93,56.89,20.25,58.24,7.24,47.27,barley,Rabi,10,MP
122.16,51.17,47.98,15.15,68.75,6.92,60.65,barley,Rabi,10,PB
73.5,40.93,61.31,18.11,59.5,7.25,49.89,barley,Rabi,3,PB
61.68,41.78,63.74,14.17,61.08,7.16,69.41,barley,Rabi,12,RJ
91.06,46.97,47.67,19.68,57.61,6.78,36.75,barley,Rabi,12,RJ
58.26,25.65,56.62,12.73,62.21,7.4,43.9,barley,Rabi,11,RJ
91.99,74.75,82.97,17.39,60.54,6.31,15.32,barley,Rabi,12,MP
73.2,68.34,71.32,17.06,44.14,6.77,28.38,barley,Rabi,1,RJ
61.2,55.15,74.55,24.28,63.53,6.21,36.84,barley,Rabi,2,UP
117.05,35.22,89.36,17.82,65.94,6.21,35.66,barley,Rabi,11,PB
93.38,68.29,55.36,17.45,62.5,7.26,67.49,barley,Rabi,3,PB
66.39,34.32,61.67,19.39,53.05,6.82,43.95,barley,Rabi,1,HR
124.99,58.55,64.59,17.08,60.69,6.95,67.04,barley,Rabi,12,PB
99.27,68.6,85.76,12.51,54.66,6.01,48.17,barley,Rabi,2,PB
61.24,66.41,33.33,22.21,50.25,6.31,53.28,barley,Rabi,10,RJ
101.42,43.72,41.92,13.64,65.49,7.02,58.84,barley,Rabi,10,HR
112.86,46.7,75.68,14.62,59.88,6.33,30.59,barley,Rabi,10,UP
105.0,35.0,41.89,19.13,66.59,6.25,64.49,barley,Rabi,12,UP
93.52,48.18,56.51,21.81,65.37,6.41,61.31,barley,Rabi,3,RJ
99.35,46.1,27.16,12.97,46.35,6.02,74.49,barley,Rabi,3,RJ
123.35,61.33,37.24,14.57,55.37,6.62,65.17,barley,Rabi,12,UP
68.01,27.02,53.74,14.74,54.72,6.58,39.64,barley,Rabi,3,UP
76.35,64.77,79.74,15.8,69.72,6.15,37.92,barley,Rabi,1,RJ
77.29,50.7,68.9,19.21,56.78,6.83,45.65,barley,Rabi,1,PB
54.57,42.21,39.23,15.27,63.12,6.81,69.77,barley,Rabi,11,UP
82.61,57.1,75.33,14.12,55.97,6.73,27.85,barley,Rabi,12,HR
123.28,44.02,79.19,17.0,57.37,7.03,70.72,barley,Rabi,3,UP
75.98,60.63,69.21,10.43,53.43,6.59,36.76,barley,Rabi,10,MP
111.34,34.49,38.0,14.55,49.59,6.36,44.29,barley,Rabi,10,HR
85.61,23.95,65.83,21.87,58.96,5.81,62.6,barley,Rabi,2,PB
79.45,60.88,40.61,14.37,63.71,6.78,55.86,barley,Rabi,3,UP
96.1,31.37,49.99,14.52,58.5,7.55,66.56,barley,Rabi,3,RJ
82.74,55.97,69.46,18.88,49.35,6.37,32.19,barley,Rabi,1,HR
126.65,61.13,79.47,10.64,55.24,6.14,51.25,barley,Rabi,12,RJ
86.39,60.46,62.66,14.99,63.27,7.09,77.65,barley,Rabi,11,MP
87.96,26.35,40.34,21.99,50.64,6.63,65.2,barley,Rabi,11,UP
85.85,62.07,76.98,18.23,47.79,6.56,40.87,barley,Rabi,10,UP
104.12,69.75,55.2,14.77,63.77,6.67,58.18,barley,Rabi,1,HR
117.0,58.46,69.87,14.3,66.48,6.16,31.46,barley,Rabi,2,PB
109.42,58.53,74.86,21.08,61.25,6.37,73.01,barley,Rabi,10,RJ
88.91,69.07,73.77,25.29,63.61,6.82,71.09,barley,Rabi,1,RJ
120.27,72.17,43.55,14.67,43.73,6.82,57.9,barley,Rabi,11,RJ
107.49,66.59,62.14,15.31,47.5,5.7,66.82,barley,Rabi,10,MP
75.64,35.85,51.97,12.33,47.01,7.12,58.22,barley,Rabi,12,PB
56.54,71.16,37.42,23.13,45.92,7.35,46.19,barley,Rabi,2,PB
106.89,37.44,33.87,20.05,59.49,6.05,31.64,barley,Rabi,3,RJ
104.05,45.31,55.06,14.1,56.07,6.28,61.4,barley,Rabi,12,RJ
111.34,34.46,78.67,19.95,56.92,6.1,62.95,barley,Rabi,1,UP
97.73,21.79,85.95,22.59,61.0,6.16,30.69,barley,Rabi,1,HR
120.73,43.9,45.71,10.71,67.12,6.8,60.07,barley,Rabi,11,PB
55.95,23.75,38.24,20.03,59.35,6.72,60.98,barley,Rabi,1,PB
60.83,72.89,36.58,15.01,71.06,7.42,56.08,barley,Rabi,1,MP
115.68,53.41,70.24,16.28,59.67,7.65,38.46,barley,Rabi,1,RJ
120.67,36.98,77.55,15.41,64.07,7.01,39.62,barley,Rabi,11,MP
99.8,37.3,32.47,22.46,54.62,7.27,60.27,barley,Rabi,1,MP
72.6,45.51,65.4,16.39,63.37,5.93,56.35,barley,Rabi,2,UP
112.64,63.67,62.97,21.24,49.59,7.01,41.26,barley,Rabi,1,UP
94.74,60.57,73.35,16.4,49.38,7.29,58.76,barley,Rabi,1,PB
136.48,59.77,74.78,16.74,43.43,6.8,50.75,barley,Rabi,1,UP
115.84,27.67,59.09,24.38,46.03,6.43,32.13,barley,Rabi,11,MP
94.67,49.83,32.01,19.58,58.1,6.97,61.93,barley,Rabi,10,UP
124.04,43.13,52.94,23.82,47.91,6.98,26.14,barley,Rabi,11,UP
88.9,66.64,74.26,23.18,63.85,6.19,59.23,barley,Rabi,1,HR
78.93,75.31,82.15,23.76,67.02,7.14,55.66,barley,Rabi,2,MP
97.4,51.6,51.64,21.15,63.32,7.05,64.99,barley,Rabi,2,RJ
70.32,48.43,52.61,15.11,51.09,6.14,30.75,barley,Rabi,2,RJ
101.4,68.7,74.83,14.02,50.21,6.12,85.0,barley,Rabi,11,MP
98.65,38.4,56.59,23.3,51.31,6.93,77.11,barley,Rabi,1,PB
118.96,46.29,51.77,20.65,56.1,6.09,44.29,barley,Rabi,2,PB
53.28,53.31,53.45,17.37,63.95,6.01,61.56,barley,Rabi,1,RJ
72.28,26.57,59.16,13.12,63.14,7.25,50.08,barley,Rabi,2,HR
95.31,34.98,83.25,22.82,56.66,6.29,69.55,barley,Rabi,1,PB
104.58,64.04,55.51,24.02,54.64,6.08,47.32,barley,Rabi,1,HR
72.65,57.45,84.12,22.21,56.17,7.07,69.34,barley,Rabi,10,UP
107.68,59.47,72.63,21.86,46.96,6.81,67.54,barley,Rabi,10,HR
107.05,28.72,70.44,23.7,70.83,6.91,39.2,barley,Rabi,3,UP
101.25,48.36,50.49,26.68,54.93,6.81,49.41,barley,Rabi,12,HR
106.27,42.34,44.39,10.23,61.85,6.74,34.11,barley,Rabi,11,RJ
89.16,63.58,56.42,11.44,58.56,7.09,59.01,barley,Rabi,10,RJ
83.52,59.36,40.43,15.91,59.15,7.37,59.62,barley,Rabi,3,UP
126.52,59.64,50.2,17.32,59.9,6.13,77.14,barley,Rabi,12,MP
79.78,68.32,37.13,15.87,51.69,6.69,72.97,barley,Rabi,11,RJ
97.52,41.7,81.6,13.45,57.18,6.83,19.42,barley,Rabi,12,UP
62.19,31.75,62.35,19.19,73.62,6.26,44.77,barley,Rabi,12,MP
119.54,34.08,30.09,14.89,48.47,7.09,42.71,barley,Rabi,11,PB
99.53,27.35,76.13,10.96,64.9,6.86,27.29,barley,Rabi,2,PB
72.69,64.48,85.92,24.28,45.79,7.01,19.81,barley,Rabi,2,RJ
122.81,47.26,75.42,21.81,64.0,7.0,24.13,barley,Rabi,12,RJ
63.24,35.45,40.35,20.33,75.0,6.31,46.21,barley,Rabi,3,RJ
83.96,29.96,81.64,21.46,47.37,7.08,44.69,barley,Rabi,1,RJ
66.11,48.1,41.89,26.64,57.44,7.12,40.2,barley,Rabi,3,RJ
68.1,52.41,75.66,13.8,52.31,7.14,64.51,barley,Rabi,3,PB
81.05,63.78,39.78,24.91,48.04,6.32,51.16,barley,Rabi,1,UP
88.69,40.24,35.79,18.81,54.38,7.22,40.93,barley,Rabi,12,PB
121.26,37.33,32.51,16.18,48.95,7.13,36.49,barley,Rabi,10,PB
109.82,33.77,36.19,17.5,47.3,7.08,60.41,barley,Rabi,10,MP
109.46,68.13,34.62,23.69,64.57,6.24,16.75,barley,Rabi,1,RJ
69.7,83.0,51.19,14.12,47.67,6.33,74.79,barley,Rabi,10,PB
129.28,25.54,69.95,20.81,48.11,6.59,42.93,barley,Rabi,12,PB
123.26,72.16,48.48,17.95,58.76,7.11,42.97,barley,Rabi,10,PB
59.46,47.78,56.07,24.11,52.32,7.36,46.83,barley,Rabi,1,PB
127.7,63.61,33.78,11.78,65.5,6.76,42.23,barley,Rabi,3,PB
121.03,31.24,47.52,15.66,50.17,7.47,48.01,barley,Rabi,2,PB
114.49,65.96,36.37,13.93,60.53,6.63,51.3,barley,Rabi,1,MP
85.06,28.44,26.62,16.56,58.12,7.61,73.79,barley,Rabi,3,HR
109.7,29.72,86.49,24.84,65.22,7.06,61.94,barley,Rabi,2,UP
97.53,67.07,36.87,19.51,63.61,7.45,61.35,barley,Rabi,1,PB
97.22,75.63,44.75,20.25,47.73,6.29,24.24,barley,Rabi,10,MP
93.84,70.6,61.25,10.28,43.31,6.22,50.36,barley,Rabi,10,PB
66.97,46.31,35.37,24.92,61.45,6.77,49.8,barley,Rabi,1,RJ
76.46,26.94,55.4,20.91,47.34,6.77,73.46,barley,Rabi,2,HR
112.36,50.68,77.72,16.61,62.27,6.99,41.24,barley,Rabi,12,RJ
96.07,35.86,32.67,17.03,60.01,6.68,53.52,barley,Rabi,10,HR
73.86,54.1,58.89,24.71,62.36,6.98,75.03,barley,Rabi,3,HR
114.07,27.15,68.85,13.74,67.93,6.71,57.56,barley,Rabi,1,RJ
99.03,35.02,80.01,18.86,48.19,5.95,54.56,barley,Rabi,12,PB
112.61,68.74,81.66,24.39,71.72,6.25,18.27,barley,Rabi,1,HR
65.08,71.72,51.81,20.18,49.76,6.87,45.28,barley,Rabi,10,MP
77.65,56.67,63.09,25.53,51.93,7.31,49.18,barley,Rabi,11,HR
79.88,50.74,32.0,18.37,62.07,7.25,41.83,barley,Rabi,2,RJ
117.12,70.89,54.01,15.27,54.4,6.49,58.14,barley,Rabi,2,MP
64.15,34.57,76.41,21.85,69.43,6.29,20.04,barley,Rabi,10,UP
98.52,42.02,68.5,14.08,64.39,5.7,63.74,barley,Rabi,2,HR
78.06,30.31,57.09,15.41,62.9,7.29,71.0,barley,Rabi,1,PB
86.02,26.5,37.92,22.36,43.54,7.29,41.9,barley,Rabi,12,HR
75.54,43.51,82.72,14.65,53.3,7.8,38.2,barley,Rabi,3,MP
55.48,43.79,45.27,14.38,61.81,6.32,44.79,barley,Rabi,3,MP
105.53,72.38,39.81,18.34,59.83,6.08,53.32,barley,Rabi,12,PB
57.27,63.99,49.47,19.14,51.49,6.95,55.3,barley,Rabi,12,UP
85.11,66.51,66.49,19.91,60.59,7.51,64.68,barley,Rabi,1,PB
106.06,57.91,36.2,18.89,58.94,6.3,62.15,barley,Rabi,1,HR
116.15,39.07,32.29,22.58,65.93,6.15,43.13,barley,Rabi,11,MP
105.75,47.71,45.36,20.77,54.89,7.11,36.28,barley,Rabi,2,UP
75.29,60.88,52.35,15.1,62.52,7.72,40.87,barley,Rabi,12,RJ
73.67,45.58,52.59,21.83,52.48,7.03,64.42,barley,Rabi,10,MP
114.84,65.97,62.52,16.7,59.39,6.99,64.52,barley,Rabi,1,MP
120.68,42.5,80.74,9.06,60.9,6.92,41.08,barley,Rabi,10,RJ
116.6,34.73,73.17,16.18,63.35,6.67,32.03,barley,Rabi,1,RJ
111.2,41.48,66.17,24.03,57.88,6.6,41.03,barley,Rabi,10,PB
123.92,31.58,30.7,15.71,53.84,7.17,35.64,barley,Rabi,2,HR
96.2,73.97,39.14,23.58,56.73,6.41,60.09,barley,Rabi,12,RJ
104.99,59.56,77.9,16.62,62.47,7.23,52.42,barley,Rabi,2,PB
124.3,63.75,76.46,21.45,67.18,6.4,26.59,barley,Rabi,10,UP
57.05,43.4,55.52,13.12,62.96,6.17,50.63,barley,Rabi,1,UP
59.6,61.84,62.95,23.52,57.92,7.62,68.7,barley,Rabi,1,UP
75.0,50.09,84.57,20.41,60.67,5.82,55.99,barley,Rabi,10,MP
100.48,55.12,77.17,16.64,52.47,7.34,54.49,barley,Rabi,1,PB
73.71,73.89,75.69,22.72,56.7,6.82,49.02,barley,Rabi,1,HR
93.64,63.22,69.13,14.72,66.11,6.96,71.61,barley,Rabi,3,RJ
68.9,37.4,48.89,18.02,54.36,6.06,63.09,barley,Rabi,3,RJ
96.37,51.45,66.61,11.37,66.59,7.05,85.0,barley,Rabi,12,MP
97.93,29.43,52.1,23.88,61.79,6.83,70.04,barley,Rabi,12,PB
65.62,47.33,46.4,22.54,48.74,6.31,57.21,barley,Rabi,2,UP
133.64,36.21,68.24,19.44,65.65,6.29,25.1,barley,Rabi,3,RJ
118.82,43.28,75.72,16.38,67.93,7.23,36.47,barley,Rabi,11,UP
77.05,66.68,62.8,22.43,48.25,6.01,39.82,barley,Rabi,3,UP
87.51,37.15,53.15,17.99,48.78,6.75,39.93,barley,Rabi,1,PB
73.35,29.03,45.86,14.78,54.5,6.61,58.96,barley,Rabi,3,PB
64.32,42.75,76.37,21.08,57.29,6.08,57.46,barley,Rabi,11,MP
61.98,42.98,64.4,26.03,53.43,6.59,54.29,barley,Rabi,1,HR
116.57,40.67,27.94,23.21,64.53,6.57,52.1,barley,Rabi,11,MP
99.58,37.81,40.62,13.1,54.53,7.05,35.29,barley,Rabi,12,RJ
123.31,45.27,80.64,14.77,51.68,7.06,64.58,barley,Rabi,10,RJ
76.08,42.29,75.89,19.51,51.76,6.34,40.98,barley,Rabi,2,MP
65.35,44.19,26.77,23.5,61.8,6.68,51.53,barley,Rabi,3,PB
68.05,72.4,43.71,17.43,51.57,6.36,23.45,barley,Rabi,2,RJ
71.3,56.72,75.52,20.14,44.32,6.55,35.04,barley,Rabi,12,PB
94.76,24.34,82.27,16.91,53.42,6.85,32.2,barley,Rabi,2,MP
69.53,57.59,41.37,22.2,62.43,6.46,45.3,barley,Rabi,12,MP
129.4,54.88,79.15,24.9,60.12,5.85,55.47,barley,Rabi,10,RJ
104.89,72.07,77.75,22.68,53.99,6.2,64.09,barley,Rabi,2,UP
106.62,35.94,32.95,23.33,58.21,6.62,15.0,barley,Rabi,1,HR
65.62,27.66,87.29,22.24,57.93,7.21,60.72,barley,Rabi,2,PB
124.21,59.36,59.71,13.94,64.04,6.97,53.46,barley,Rabi,11,HR
99.87,56.54,32.36,17.4,69.05,6.53,38.55,barley,Rabi,2,HR
64.45,50.84,82.18,19.31,59.1,6.16,34.78,barley,Rabi,3,MP
113.37,57.67,76.21,21.84,58.0,6.7,42.72,barley,Rabi,11,MP
80.24,30.26,56.48,22.94,45.11,6.97,51.03,barley,Rabi,1,MP
109.81,62.04,55.54,23.93,64.58,7.52,45.59,barley,Rabi,11,PB
98.18,70.06,67.82,16.98,49.22,6.97,27.2,barley,Rabi,1,HR
110.61,71.95,54.72,14.44,52.47,6.86,47.78,barley,Rabi,10,HR
120.86,74.45,37.77,21.79,50.75,7.56,35.97,barley,Rabi,2,MP
75.39,65.22,66.44,17.7,63.14,6.37,45.24,barley,Rabi,11,UP
56.56,59.61,57.91,17.26,56.75,6.52,44.0,barley,Rabi,10,MP
83.65,25.89,43.63,16.98,57.46,7.09,52.08,barley,Rabi,10,MP
70.21,57.08,37.12,22.62,56.74,7.01,46.01,barley,Rabi,3,RJ
103.7,40.83,74.97,21.98,47.52,6.73,60.35,barley,Rabi,11,MP
89.32,34.83,79.34,16.16,61.05,7.27,54.93,barley,Rabi,2,PB
61.75,67.15,54.54,20.98,59.93,7.52,41.24,barley,Rabi,12,HR
79.94,34.85,83.52,19.84,68.72,6.27,60.59,barley,Rabi,10,MP
119.26,26.84,56.6,18.79,58.9,6.36,62.62,barley,Rabi,10,UP
66.5,47.45,57.23,15.26,71.67,6.96,37.62,barley,Rabi,11,HR
98.63,41.42,43.26,25.01,64.41,6.99,57.26,barley,Rabi,1,HR
115.13,63.09,76.22,23.58,53.94,7.25,29.44,barley,Rabi,1,UP
70.94,60.68,55.12,18.37,47.83,6.66,57.47,mustard,Rabi,12,UP
45.67,38.93,46.59,12.0,58.8,6.69,43.15,mustard,Rabi,12,RJ
88.55,62.45,85.25,20.52,48.86,6.2,64.84,mustard,Rabi,2,PB
70.06,72.1,65.5,18.51,67.68,7.38,58.6,mustard,Rabi,12,RJ
97.59,60.11,59.28,13.11,64.06,6.97,67.82,mustard,Rabi,3,UP
89.68,65.39,67.33,15.1,67.73,7.18,46.88,mustard,Rabi,1,MP
88.14,28.34,54.85,17.81,60.25,6.92,22.4,mustard,Rabi,1,MP
92.57,37.87,57.53,20.89,70.3,7.48,64.68,mustard,Rabi,2,HR
78.62,44.27,61.1,19.83,64.24,6.58,22.31,mustard,Rabi,11,MP
83.59,42.56,56.47,14.04,53.89,6.22,45.15,mustard,Rabi,10,MP
86.53,43.52,68.14,25.19,56.02,6.47,55.2,mustard,Rabi,11,RJ
98.63,22.57,60.11,15.28,65.09,6.17,30.39,mustard,Rabi,2,HR
102.22,59.68,51.64,24.51,47.66,6.33,32.15,mustard,Rabi,11,HR
52.33,53.99,62.99,12.2,69.53,7.08,67.02,mustard,Rabi,3,RJ
83.5,56.6,63.78,9.81,45.32,6.52,46.17,mustard,Rabi,3,PB
62.1,73.87,63.35,16.29,46.82,7.09,42.71,mustard,Rabi,1,PB
105.39,33.0,47.96,14.39,66.3,6.49,51.85,mustard,Rabi,3,PB
60.46,50.46,45.84,18.49,44.36,7.14,62.67,mustard,Rabi,2,RJ
88.06,29.82,66.75,23.81,60.16,7.36,27.12,mustard,Rabi,2,MP
73.18,62.26,80.13,24.88,62.39,6.45,62.84,mustard,Rabi,12,UP
98.02,47.46,55.25,21.39,53.63,6.71,35.68,mustard,Rabi,11,PB
105.25,57.96,38.96,16.99,62.54,6.85,55.42,mustard,Rabi,1,MP
68.29,33.55,41.48,12.65,58.16,6.93,50.94,mustard,Rabi,10,PB
75.07,63.14,37.89,12.87,70.6,6.11,48.0,mustard,Rabi,1,UP
110.16,71.05,47.68,14.37,67.21,7.03,64.2,mustard,Rabi,10,MP
57.95,23.73,64.28,19.68,48.56,7.79,54.33,mustard,Rabi,3,PB
100.63,24.22,37.09,14.97,43.67,6.62,55.51,mustard,Rabi,12,RJ
92.09,53.43,43.45,13.69,55.99,6.19,40.62,mustard,Rabi,11,PB
66.61,28.83,27.5,18.7,45.97,7.42,46.11,mustard,Rabi,1,HR
86.31,31.71,25.17,15.22,51.74,7.08,39.6,mustard,Rabi,10,RJ
59.88,71.68,66.22,25.18,43.97,6.24,29.16,mustard,Rabi,3,RJ
110.23,21.37,34.7,16.38,67.85,6.52,43.51,mustard,Rabi,12,UP
97.8,33.94,58.71,25.95,52.09,7.15,45.15,mustard,Rabi,1,MP
82.87,74.57,51.12,22.81,66.16,6.61,38.5,mustard,Rabi,10,UP
104.75,76.06,75.18,10.94,62.52,6.08,32.35,mustard,Rabi,11,RJ
94.03,61.39,40.67,12.8,52.79,6.43,53.26,mustard,Rabi,10,UP
103.91,54.96,60.9,15.63,70.02,7.07,45.43,mustard,Rabi,1,MP
67.88,64.23,74.43,20.54,55.65,6.69,45.97,mustard,Rabi,3,RJ
90.28,56.03,63.63,15.52,55.66,6.56,74.87,mustard,Rabi,1,PB
72.02,27.26,40.27,21.51,49.4,6.69,63.36,mustard,Rabi,2,UP
64.35,69.34,48.59,9.73,68.87,6.34,46.83,mustard,Rabi,10,RJ
87.68,36.08,31.98,27.58,54.59,6.48,51.23,mustard,Rabi,1,RJ
83.58,67.16,58.93,23.12,51.49,7.09,59.45,mustard,Rabi,1,PB
71.03,61.98,28.82,14.43,51.54,6.67,23.76,mustard,Rabi,3,HR
100.45,49.35,76.3,16.67,53.08,6.75,44.62,mustard,Rabi,12,UP
109.23,56.99,69.11,21.73,45.97,5.7,43.47,mustard,Rabi,11,MP
96.41,33.47,38.84,22.53,61.97,7.11,37.62,mustard,Rabi,1,PB
81.77,44.49,65.95,15.5,65.1,6.03,43.08,mustard,Rabi,1,PB
78.19,69.88,46.02,12.03,51.86,6.32,70.87,mustard,Rabi,10,HR
97.91,48.41,31.07,20.45,53.72,6.61,69.09,mustard,Rabi,10,PB
83.87,50.6,48.02,21.95,45.94,6.6,40.76,mustard,Rabi,1,UP
68.67,64.71,39.08,14.73,61.93,6.54,31.21,mustard,Rabi,2,MP
98.27,60.38,29.15,15.39,58.09,6.41,25.38,mustard,Rabi,11,PB
43.15,53.69,47.59,17.87,56.43,6.87,42.32,mustard,Rabi,10,RJ
79.81,35.35,32.87,15.61,50.15,6.47,65.73,mustard,Rabi,3,RJ
62.43,78.59,53.4,12.26,63.07,6.24,30.97,mustard,Rabi,3,PB
85.61,64.99,73.83,15.44,64.92,6.7,29.09,mustard,Rabi,1,MP
83.5,38.49,35.39,21.39,58.56,6.49,62.36,mustard,Rabi,1,HR
79.49,50.29,51.84,19.05,49.29,7.3,59.38,mustard,Rabi,3,HR
52.43,29.57,32.12,24.8,57.67,6.84,28.65,mustard,Rabi,12,RJ
104.31,71.92,60.09,14.74,56.11,6.31,34.71,mustard,Rabi,2,UP
96.69,52.34,69.86,14.68,62.33,6.39,43.27,mustard,Rabi,11,MP
67.12,24.13,66.1,18.15,59.69,6.27,59.68,mustard,Rabi,10,PB
47.93,55.07,55.91,21.98,67.74,6.14,45.72,mustard,Rabi,1,HR
89.79,24.91,82.33,21.07,68.94,6.27,58.32,mustard,Rabi,3,RJ
56.77,82.56,70.04,15.78,63.87,6.77,19.95,mustard,Rabi,1,UP
65.51,62.76,53.56,14.2,58.84,5.76,51.2,mustard,Rabi,11,HR
81.41,28.42,37.28,19.7,47.57,6.32,34.79,mustard,Rabi,10,UP
102.78,43.59,41.27,9.41,63.45,6.6,40.45,mustard,Rabi,1,MP
60.78,54.24,33.61,19.38,45.45,6.17,25.47,mustard,Rabi,1,UP
92.59,27.27,71.45,24.53,65.48,7.36,31.77,mustard,Rabi,3,UP
88.36,52.44,42.69,21.46,57.72,6.71,51.66,mustard,Rabi,11,RJ
56.57,59.38,48.55,19.34,67.36,7.65,23.48,mustard,Rabi,11,UP
78.64,40.08,63.07,22.23,50.46,7.4,59.05,mustard,Rabi,12,MP
108.57,62.04,30.96,16.75,64.73,6.87,15.0,mustard,Rabi,2,RJ
53.64,54.81,67.16,22.57,64.51,7.24,41.74,mustard,Rabi,12,UP
91.83,50.78,70.71,9.52,58.87,7.21,26.42,mustard,Rabi,3,RJ
82.02,35.38,45.19,18.01,50.87,7.34,55.57,mustard,Rabi,2,UP
